Recipe Title,Recipe URL,Recipe Video,Most_Accurate_Cutlery,Most_Occurring_Cutlery,Last_Detected_Cutlery,All_Cutlery,Most_Accurate_Container,Most_Occurring_Container,Last_Detected_Container,All_Containers,Most_Accurate_Glass,Most_Occurring_Glass,Last_Detected_Glass,All_Glasses,Potential Foods,Other detections
Cajun Shrimp Bake,https://tasty.co/recipe/cajun-shrimp-bake,130.0,"[{'Cutlery': 'person', 'Accuracy': 65}]","[{'Cutlery': 'person', 'Occurrence': 15, 'Average Accuracy': 52.733333333333334}]","{'Cutlery': 'person', 'Accuracy': 57}","{'person': {'Top Accuracy': 65, 'Occurrence': 15}}","{'Container': 'bowl', 'Accuracy': 61}","[{'Container': 'bowl', 'Occurrence': 4, 'Average Accuracy': 53.5}]","{'Container': 'bowl', 'Accuracy': 50}","{'bowl': {'Top Accuracy': 61, 'Occurrence': 4}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 69, 'Occurrences': 13}}","{'silicone-spatula': [49, 56, 57, 54, 48, 48, 50, 51], 'umbrella': [55, 50], 'sieve': [49, 52, 50, 51, 50, 47], 'whisk': [52, 50, 55, 65, 52, 54, 56, 50], 'scissors': [56], 'toothbrush': [53, 53, 65, 61, 57, 51, 47, 54, 54, 50, 61, 61, 54, 49, 63, 53, 52, 56, 52, 49, 59, 55, 51, 55, 48], 'turner': [47, 50, 51, 48, 48, 48, 49, 49, 49, 50, 49], 'tongs': [60, 60, 60, 60, 60, 60, 60, 59, 61, 61], 'tie': [51, 51, 51, 55, 54, 52, 52, 52, 55, 54, 48, 56, 53, 54, 56, 56, 54, 52, 55, 54, 55, 48, 54, 57, 55], 'food-container': [57, 48, 52, 49], 'laptop': [51], 'bird': [57], 'tv': [48, 58, 56, 52], 'book': [47, 48]}"
Chicken Gyros,https://tasty.co/recipe/chicken-gyros,118.0,"[{'Cutlery': 'person', 'Accuracy': 73}]","[{'Cutlery': 'person', 'Occurrence': 15, 'Average Accuracy': 59.6}]","{'Cutlery': 'person', 'Accuracy': 54}","{'person': {'Top Accuracy': 73, 'Occurrence': 15}}","{'Container': 'plate', 'Accuracy': 63}","[{'Container': 'plate', 'Occurrence': 69, 'Average Accuracy': 55.130434782608695}]","{'Container': 'bowl', 'Accuracy': 48}","{'plate': {'Top Accuracy': 63, 'Occurrence': 69}, 'bowl': {'Top Accuracy': 58, 'Occurrence': 58}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 67, 'Occurrences': 26}}","{'food-container': [63, 54, 53, 52, 57, 54, 54, 57, 56, 53, 52, 55, 54, 54, 54, 54, 54, 56, 56, 56, 55, 52, 52, 52, 51, 50, 51, 51, 52, 51, 53, 56, 54, 56, 54, 52, 59, 48, 53, 53, 53, 53, 55], 'dining table': [56, 56, 55, 56, 55, 56, 54, 54, 53, 54, 55, 55, 56, 56, 48, 48, 47, 54, 53, 54, 54, 54, 54, 56, 55, 55, 50, 47, 48, 50, 49, 49, 48, 59, 59, 59, 59, 53, 54, 53, 54, 55, 54, 54, 56, 55, 55, 49, 47, 47, 48, 47, 48, 48, 48], 'baking-form': [51, 58, 50, 52, 59, 59, 56, 51, 51, 58, 48, 50], 'silicone-spatula': [48, 57, 58, 57, 57, 54, 51, 50, 56, 51, 51, 56, 48, 50, 48, 49, 49, 49, 47], 'bird': [49], 'pan': [56, 51, 62], 'sieve': [52, 51]}"
Chili Lime Baked Tilapia With Avocado Crema,https://tasty.co/recipe/chili-lime-baked-tilapia-with-avocado-crema,121.0,"[{'Cutlery': 'person', 'Accuracy': 64}]","[{'Cutlery': 'person', 'Occurrence': 16, 'Average Accuracy': 54.25}]","{'Cutlery': 'person', 'Accuracy': 54}","{'knife': {'Top Accuracy': 47, 'Occurrence': 1}, 'person': {'Top Accuracy': 64, 'Occurrence': 16}}","{'Container': 'bowl', 'Accuracy': 47}","[{'Container': 'bowl', 'Occurrence': 2, 'Average Accuracy': 47.0}]","{'Container': 'bowl', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 47, 'Occurrence': 2}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'sandwich': {'Top Accuracy': 49, 'Occurrences': 2}, 'banana': {'Top Accuracy': 65, 'Occurrences': 4}, 'cake': {'Top Accuracy': 53, 'Occurrences': 3}, 'donut': {'Top Accuracy': 68, 'Occurrences': 10}}","{'sieve': [73, 67, 70, 70, 62, 51, 52, 76, 79, 66, 56, 61, 50, 52, 57, 49, 50, 51, 59, 53, 50, 50, 47, 50, 52, 60, 49, 50, 53, 50, 60, 51], 'tongs': [51, 66, 53, 47, 54, 54, 56], 'skimmer': [51, 51, 60, 48, 52, 50, 53, 59, 54, 58, 53, 54, 53, 54, 54, 53, 52, 49, 52, 55, 56, 57, 59, 62], 'whisk': [50, 50, 53, 52], 'tie': [50, 52, 54, 53, 54, 53, 51, 53, 53, 53, 52, 54, 50, 52, 53, 53, 52, 52, 53, 55, 48, 47, 52, 55, 53, 55], 'bird': [50, 56], 'cell phone': [48], 'book': [55, 49], 'laptop': [49], 'cat': [53], 'tv': [52, 48, 52, 48, 57], 'food-container': [51, 48]}"
Homemade Broccoli Cheese Soup,https://tasty.co/recipe/homemade-broccoli-cheese-soup,122.0,"[{'Cutlery': 'person', 'Accuracy': 62}]","[{'Cutlery': 'person', 'Occurrence': 12, 'Average Accuracy': 52.25}]","{'Cutlery': 'spoon', 'Accuracy': 53}","{'person': {'Top Accuracy': 62, 'Occurrence': 12}, 'spoon': {'Top Accuracy': 53, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 76}","[{'Container': 'bowl', 'Occurrence': 251, 'Average Accuracy': 54.21513944223108}]","{'Container': 'bowl', 'Accuracy': 51}","{'bowl': {'Top Accuracy': 76, 'Occurrence': 251}, 'plate': {'Top Accuracy': 49, 'Occurrence': 3}}","{'Glass': 'cup', 'Accuracy': 67}","[{'Glass': 'cup', 'Occurrence': 4, 'Average Accuracy': 54.5}]","{'Glass': 'cup', 'Accuracy': 49}","{'cup': {'Top Accuracy': 67, 'Occurrence': 4}}",{},"{'pan': [50, 53, 69, 69, 70, 70, 63, 60, 55, 56, 60, 65, 57, 53, 50, 48, 47, 48, 49, 47, 51, 53, 49, 47, 55, 49, 52, 66, 61, 59, 53, 52, 57, 49, 49, 62, 62, 48, 51, 62, 63, 62, 64, 63, 63, 64, 64, 63, 47, 62, 48, 63, 62, 60], 'measuring-cup': [47, 61, 64, 62, 68, 52, 58, 49, 51, 50, 57, 50, 54], 'jug': [54, 48, 48, 53, 48], 'toothbrush': [55], 'frisbee': [60, 58, 63, 66, 72, 74, 48, 52, 49, 56, 47, 47, 50, 55, 51, 56], 'sieve': [52, 47, 49], 'clock': [58, 49, 51, 61, 48, 48, 47]}"
Buttermilk-Fried Chicken Sandwich,https://tasty.co/recipe/buttermilk-fried-chicken-sandwich,136.0,"[{'Cutlery': 'person', 'Accuracy': 71}]","[{'Cutlery': 'person', 'Occurrence': 18, 'Average Accuracy': 53.5}]","{'Cutlery': 'person', 'Accuracy': 50}","{'person': {'Top Accuracy': 71, 'Occurrence': 18}}","{'Container': 'bowl', 'Accuracy': 77}","[{'Container': 'bowl', 'Occurrence': 22, 'Average Accuracy': 65.72727272727273}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 77, 'Occurrence': 22}, 'plate': {'Top Accuracy': 51, 'Occurrence': 2}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 64, 'Occurrences': 17}, 'sandwich': {'Top Accuracy': 56, 'Occurrences': 17}, 'donut': {'Top Accuracy': 67, 'Occurrences': 15}}","{'sieve': [51, 53, 56, 56, 52, 53, 54, 55, 52, 55, 56, 53, 49, 50, 56, 51, 51, 54, 56, 50, 51, 51, 49, 49, 49, 50, 49, 49, 48, 47], 'laptop': [48, 52], 'tongs': [60, 59, 59, 59, 59, 60, 60, 61, 61, 58], 'tie': [50, 51, 53, 53, 55, 53, 50, 51, 52, 54, 51, 55, 52, 50, 57, 51, 53, 51, 52], 'cell phone': [49], 'bird': [51], 'tv': [59, 49, 52, 48]}"
Easy Fish Tacos,https://tasty.co/recipe/easy-fish-tacos,129.0,"[{'Cutlery': 'fork', 'Accuracy': 70}, {'Cutlery': 'person', 'Accuracy': 62}]","[{'Cutlery': 'person', 'Occurrence': 17, 'Average Accuracy': 52.64705882352941}, {'Cutlery': 'fork', 'Occurrence': 17, 'Average Accuracy': 55.529411764705884}]","{'Cutlery': 'person', 'Accuracy': 52}","{'person': {'Top Accuracy': 62, 'Occurrence': 17}, 'fork': {'Top Accuracy': 70, 'Occurrence': 17}}","{'Container': 'bowl', 'Accuracy': 88}","[{'Container': 'bowl', 'Occurrence': 87, 'Average Accuracy': 69.37931034482759}]","{'Container': 'plate', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 88, 'Occurrence': 87}, 'plate': {'Top Accuracy': 78, 'Occurrence': 49}}","{'Glass': 'cup', 'Accuracy': 61}","[{'Glass': 'cup', 'Occurrence': 3, 'Average Accuracy': 59.0}]","{'Glass': 'cup', 'Accuracy': 61}","{'cup': {'Top Accuracy': 61, 'Occurrence': 3}}",{},"{'toilet': [47, 54, 50, 54, 60, 67, 52], 'pan': [90, 89, 89, 89, 88, 86, 87, 86, 86, 87, 87, 89, 87, 90, 93, 95, 94, 94, 91, 91, 88], 'turner': [63, 61, 53, 52, 58, 60, 50, 47, 61, 59, 61, 60, 58, 61], 'skimmer': [67, 67, 52], 'sink': [57], 'bird': [50, 51, 50, 52, 52, 50, 52, 54, 52, 52, 51, 52, 52, 53, 52, 51, 51, 51, 53, 51, 52, 52, 53, 54, 52, 51, 52, 52, 51, 50, 51, 51, 52, 52, 51, 52, 51, 52, 54, 53, 53, 52, 54, 53, 53, 48, 58, 50, 54], 'dining table': [48, 48, 47, 49, 51, 50, 53, 52, 52, 55, 56, 56, 50, 52, 51, 54, 56, 52, 51, 52, 50, 49, 49, 48, 48, 51, 52, 52, 52, 49, 49], 'food-container': [58, 54, 56, 47, 50], 'measuring-cup': [49], 'scissors': [60, 62, 64, 59, 49], 'toothbrush': [47, 54, 47], 'hammer': [49, 51, 52, 50, 57], 'whisk': [47, 49, 52, 47, 51], 'silicone-spatula': [50]}"
Keto Bacon Cauliflower “Mac” ‘N’ Cheese,https://tasty.co/recipe/keto-bacon-cauliflower-mac-n-cheese,124.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.8}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 51, 'Occurrence': 4}, 'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 6, 'Average Accuracy': 54.0}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 6}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 61, 'Occurrences': 5}}","{'vase': [55], 'measuring-cup': [54, 63, 51, 51], 'tennis racket': [50, 47, 56], 'tongs': [53], 'cell phone': [52, 50], 'remote': [52, 49, 48, 48, 49, 49, 49], 'teddy bear': [48, 47, 47, 47, 47]}"
Easy Glazed Pork Chops,https://tasty.co/recipe/easy-glazed-pork-chops,127.0,"[{'Cutlery': 'person', 'Accuracy': 64}, {'Cutlery': 'spoon', 'Accuracy': 60}]","[{'Cutlery': 'spoon', 'Occurrence': 11, 'Average Accuracy': 51.81818181818182}, {'Cutlery': 'person', 'Occurrence': 11, 'Average Accuracy': 55.27272727272727}]","{'Cutlery': 'spoon', 'Accuracy': 50}","{'spoon': {'Top Accuracy': 60, 'Occurrence': 11}, 'person': {'Top Accuracy': 64, 'Occurrence': 11}}","{'Container': 'bowl', 'Accuracy': 63}","[{'Container': 'bowl', 'Occurrence': 4, 'Average Accuracy': 54.25}]","{'Container': 'bowl', 'Accuracy': 51}","{'bowl': {'Top Accuracy': 63, 'Occurrence': 4}}","{'Glass': 'wine glass', 'Accuracy': 61}","[{'Glass': 'wine glass', 'Occurrence': 7, 'Average Accuracy': 54.0}]","{'Glass': 'wine glass', 'Accuracy': 53}","{'wine glass': {'Top Accuracy': 61, 'Occurrence': 7}}","{'donut': {'Top Accuracy': 55, 'Occurrences': 5}, 'cake': {'Top Accuracy': 64, 'Occurrences': 13}, 'broccoli': {'Top Accuracy': 70, 'Occurrences': 35}}","{'pinch-bowl': [56, 52], 'measuring-cup': [48, 52, 47, 52, 47], 'pan': [94, 93, 89, 93, 91, 90, 93, 91, 92, 83, 84, 88, 89, 90, 90, 90, 86, 84, 79, 90, 93, 92, 91, 86, 91, 91, 91, 88, 90, 93, 94, 94, 92, 84, 50, 58, 48, 50, 92, 94, 91, 91, 91, 92, 92, 92, 92, 93, 93, 92, 93, 93, 93, 93, 93, 93], 'dining table': [48, 49, 51, 59, 51, 55, 48, 47, 49, 49, 49, 48, 49, 48, 48, 49, 48, 50, 50, 49, 51, 52], 'tongs': [74, 52, 75, 63, 59, 58, 48, 75, 59, 54, 57, 65], 'skimmer': [50], 'parking meter': [65], 'laptop': [51], 'tv': [49], 'food-container': [48, 50, 53, 52, 50], 'silicone-spatula': [50, 50, 49, 59, 62, 54, 54, 59, 54], 'bird': [53], 'vase': [48]}"
Disneyland's Slow-Cooked Beef Stew Bread Bowl,https://tasty.co/recipe/disneyland-s-slow-cooked-beef-stew-bread-bowl,132.0,"[{'Cutlery': 'spoon', 'Accuracy': 58}]","[{'Cutlery': 'spoon', 'Occurrence': 10, 'Average Accuracy': 52.3}]","{'Cutlery': 'person', 'Accuracy': 53}","{'knife': {'Top Accuracy': 54, 'Occurrence': 1}, 'spoon': {'Top Accuracy': 58, 'Occurrence': 10}, 'fork': {'Top Accuracy': 51, 'Occurrence': 1}, 'person': {'Top Accuracy': 53, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 54.0}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 1}}","{'Glass': 'cup', 'Accuracy': 58}","[{'Glass': 'cup', 'Occurrence': 5, 'Average Accuracy': 52.4}]","{'Glass': 'cup', 'Accuracy': 52}","{'bottle': {'Top Accuracy': 49, 'Occurrence': 1}, 'cup': {'Top Accuracy': 58, 'Occurrence': 5}}","{'cake': {'Top Accuracy': 59, 'Occurrences': 34}}","{'sports ball': [52], 'silicone-spatula': [49], 'pinch-bowl': [56, 50, 51, 49, 53, 56, 53, 50, 50, 55, 54, 54, 51, 50, 56, 51, 56], 'dining table': [52, 59, 59, 59, 61, 59, 57, 58, 50, 57, 61, 62, 60, 58, 62, 58, 62, 62, 55, 58, 62, 52, 53, 57, 55, 55, 55, 57, 55, 58, 51, 51], 'mouse': [47]}"
Summer Potato Salad,https://tasty.co/recipe/summer-potato-salad,126.0,"[{'Cutlery': 'fork', 'Accuracy': 68}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.8}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'person': {'Top Accuracy': 54, 'Occurrence': 3}, 'fork': {'Top Accuracy': 68, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 51}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 51.0}]","{'Container': 'bowl', 'Accuracy': 51}","{'bowl': {'Top Accuracy': 51, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'kite': [62], 'vase': [55, 49], 'measuring-cup': [62, 50], 'tennis racket': [55, 54], 'tongs': [50], 'cell phone': [48], 'remote': [48]}"
Italian-style Bolognese (Ragù),https://tasty.co/recipe/italian-style-bolognese-ragu,133.0,"[{'Cutlery': 'fork', 'Accuracy': 68}]","[{'Cutlery': 'fork', 'Occurrence': 2, 'Average Accuracy': 59.0}]","{'Cutlery': 'fork', 'Accuracy': 50}","{'fork': {'Top Accuracy': 68, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 85}","[{'Container': 'bowl', 'Occurrence': 167, 'Average Accuracy': 65.7005988023952}]","{'Container': 'plate', 'Accuracy': 54}","{'plate': {'Top Accuracy': 55, 'Occurrence': 53}, 'bowl': {'Top Accuracy': 85, 'Occurrence': 167}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 53, 'Occurrences': 6}}","{'turner': [48], 'dining table': [57, 56, 57, 57, 57, 57, 57, 57, 57, 57, 57, 57, 56, 57, 56, 57, 56, 57, 57, 57, 56, 57, 56, 56, 57, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 57], 'sports ball': [54, 55, 54, 48, 49, 53, 52, 52, 50, 48, 54, 55, 55, 54, 55, 55, 54, 53, 52, 52, 52, 52, 52, 52, 52, 53, 54, 53, 54, 53, 53, 53, 53, 53, 52, 53, 53, 53, 53, 53, 52]}"
Vegan Shepherd’s Pie,https://tasty.co/recipe/vegan-shepherds-pie,134.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 53}","[{'Container': 'bowl', 'Occurrence': 14, 'Average Accuracy': 49.857142857142854}]","{'Container': 'bowl', 'Accuracy': 53}","{'bowl': {'Top Accuracy': 53, 'Occurrence': 14}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 60, 'Occurrences': 1}}","{'sieve': [53, 64, 58, 55, 57, 53, 48, 49, 49, 53, 55, 56, 58, 58, 59, 52, 57, 59, 49, 51, 58, 51, 56, 56, 50, 52, 47, 48, 47, 47, 51, 53, 53, 47, 58, 48, 53, 49, 51, 49, 47, 48, 51, 48], 'zebra': [52], 'tv': [50, 53, 50], 'whisk': [52, 48], 'silicone-spatula': [47]}"
Avocado Chicken Salad,https://tasty.co/recipe/avocado-chicken-salad,128.0,"[{'Cutlery': 'person', 'Accuracy': 70}, {'Cutlery': 'spoon', 'Accuracy': 58}]","[{'Cutlery': 'person', 'Occurrence': 56, 'Average Accuracy': 53.94642857142857}]","{'Cutlery': 'person', 'Accuracy': 49}","{'person': {'Top Accuracy': 70, 'Occurrence': 56}, 'spoon': {'Top Accuracy': 58, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 98}","[{'Container': 'bowl', 'Occurrence': 160, 'Average Accuracy': 72.18125}]","{'Container': 'bowl', 'Accuracy': 70}","{'bowl': {'Top Accuracy': 98, 'Occurrence': 160}, 'plate': {'Top Accuracy': 65, 'Occurrence': 27}}","{'Glass': 'bottle', 'Accuracy': 65}","[{'Glass': 'bottle', 'Occurrence': 2, 'Average Accuracy': 57.0}]","{'Glass': 'bottle', 'Accuracy': 65}","{'bottle': {'Top Accuracy': 65, 'Occurrence': 2}}","{'cake': {'Top Accuracy': 63, 'Occurrences': 19}}","{'silicone-spatula': [61, 50, 49, 47, 50, 47, 48], 'oven-glove': [47, 52, 50], 'cat': [56], 'turner': [49], 'frisbee': [65], 'skimmer': [51], 'dining table': [48, 53], 'cutting-board': [47, 62, 50, 56, 58, 48, 50, 48, 57, 58, 56, 51, 54, 61, 52, 52, 51, 50, 51, 55, 61, 51], 'oil-dispenser': [53]}"
Slow Cooker Beef Stew,https://tasty.co/recipe/slow-cooker-beef-stew,142.0,"[{'Cutlery': 'fork', 'Accuracy': 72}, {'Cutlery': 'person', 'Accuracy': 68}]","[{'Cutlery': 'person', 'Occurrence': 11, 'Average Accuracy': 54.36363636363637}]","{'Cutlery': 'person', 'Accuracy': 61}","{'fork': {'Top Accuracy': 72, 'Occurrence': 6}, 'person': {'Top Accuracy': 68, 'Occurrence': 11}}","{'Container': 'bowl', 'Accuracy': 63}","[{'Container': 'bowl', 'Occurrence': 18, 'Average Accuracy': 59.166666666666664}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 63, 'Occurrence': 18}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 49, 'Occurrences': 1}, 'donut': {'Top Accuracy': 67, 'Occurrences': 13}}","{'sink': [50, 49, 53, 51, 55, 48, 51, 49], 'bird': [51, 49, 47, 50, 51, 52, 48, 57, 60], 'skimmer': [47, 68, 68, 67, 67, 67, 67, 67, 67, 67], 'tongs': [48, 55, 59, 59, 59, 60, 59, 60, 60, 59, 59, 59], 'turner': [49, 50, 51, 49, 51], 'tie': [51, 52, 53, 54, 53, 52, 52, 54, 54, 53, 51, 54, 51, 52, 54, 57, 55, 54, 55, 57, 53, 50], 'cell phone': [48], 'tv': [63, 47, 48, 48, 52, 58], 'laptop': [50]}"
The Best Crispy Buffalo Wings,https://tasty.co/recipe/the-best-crispy-buffalo-wings,144.0,"[{'Cutlery': 'person', 'Accuracy': 84}]","[{'Cutlery': 'person', 'Occurrence': 11, 'Average Accuracy': 76.0}]","{'Cutlery': 'person', 'Accuracy': 49}","{'person': {'Top Accuracy': 84, 'Occurrence': 11}}","{'Container': 'bowl', 'Accuracy': 60}","[{'Container': 'bowl', 'Occurrence': 13, 'Average Accuracy': 56.30769230769231}]","{'Container': 'bowl', 'Accuracy': 56}","{'bowl': {'Top Accuracy': 60, 'Occurrence': 13}, 'plate': {'Top Accuracy': 57, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 65, 'Occurrences': 12}}","{'cell phone': [62, 57, 50, 49, 50, 49, 50, 47], 'food-container': [51, 48, 49, 53, 52, 59, 59, 60, 60, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 59, 59, 59, 59, 60, 59, 59, 60, 59, 59, 60, 60, 60, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59], 'teddy bear': [58, 58, 58, 58, 58, 57, 57, 56, 56, 56, 56, 56]}"
Summer Vegetable Minestrone Soup,https://tasty.co/recipe/summer-vegetable-minestrone-soup,139.0,"[{'Cutlery': 'person', 'Accuracy': 84}]","[{'Cutlery': 'person', 'Occurrence': 13, 'Average Accuracy': 74.61538461538461}]","{'Cutlery': 'person', 'Accuracy': 78}","{'person': {'Top Accuracy': 84, 'Occurrence': 13}}","{'Container': 'bowl', 'Accuracy': 59}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 59.0}, {'Container': 'plate', 'Occurrence': 1, 'Average Accuracy': 56.0}]","{'Container': 'plate', 'Accuracy': 56}","{'bowl': {'Top Accuracy': 59, 'Occurrence': 1}, 'plate': {'Top Accuracy': 56, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'silicone-spatula': [47, 52, 51, 56, 56, 56, 53, 53, 53, 53, 53, 53, 53, 53, 53], 'cell phone': [59, 71, 65, 61, 56, 50, 48, 49, 50, 48], 'food-container': [54, 57, 53, 49, 49, 53, 59, 59, 60, 60, 60, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59]}"
One-pot Chicken Chow Mein,https://tasty.co/recipe/one-pot-chicken-chow-mein,135.0,"[{'Cutlery': 'person', 'Accuracy': 73}]","[{'Cutlery': 'person', 'Occurrence': 11, 'Average Accuracy': 60.45454545454545}]","{'Cutlery': 'person', 'Accuracy': 51}","{'person': {'Top Accuracy': 73, 'Occurrence': 11}}","{'Container': 'bowl', 'Accuracy': 76}","[{'Container': 'bowl', 'Occurrence': 103, 'Average Accuracy': 57.95145631067961}]","{'Container': 'bowl', 'Accuracy': 58}","{'bowl': {'Top Accuracy': 76, 'Occurrence': 103}, 'plate': {'Top Accuracy': 66, 'Occurrence': 14}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'pan': [75, 77, 66, 57, 53, 64, 48, 83, 83, 79, 77, 60, 64, 60, 61, 72, 48, 50, 57, 64, 66, 71, 66, 71, 51, 63, 53, 65, 65, 52, 74, 83, 79, 83, 78, 75, 71, 78, 70, 80, 77, 73, 75, 78, 76, 55, 72], 'sieve': [52, 48, 49, 50], 'pot': [54, 56], 'tongs': [68], 'whisk': [55], 'cat': [55], 'turner': [49, 51], 'silicone-spatula': [48]}"
Classic Chicken Noodle Soup,https://tasty.co/recipe/classic-chicken-noodle-soup,138.0,"[{'Cutlery': 'person', 'Accuracy': 74}]","[{'Cutlery': 'person', 'Occurrence': 12, 'Average Accuracy': 63.333333333333336}]","{'Cutlery': 'person', 'Accuracy': 63}","{'person': {'Top Accuracy': 74, 'Occurrence': 12}}","{'Container': 'bowl', 'Accuracy': 79}","[{'Container': 'bowl', 'Occurrence': 110, 'Average Accuracy': 60.627272727272725}]","{'Container': 'bowl', 'Accuracy': 56}","{'bowl': {'Top Accuracy': 79, 'Occurrence': 110}, 'plate': {'Top Accuracy': 64, 'Occurrence': 28}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'banana': {'Top Accuracy': 55, 'Occurrences': 4}}","{'silicone-spatula': [48, 47], 'turner': [57, 53, 55, 55, 60, 62, 68, 50, 52, 51, 56, 56, 49, 52, 54, 52, 51, 50, 49, 48, 51, 48, 50, 55, 53, 61], 'oven-glove': [47, 63, 57], 'baking-form': [47, 52, 57, 54, 54, 54, 53, 51, 51, 49, 53, 52, 50, 52, 51, 51, 50, 50, 54, 56, 53, 48], 'dining table': [49, 47]}"
